"abbr","title"
"Am J Hematol","American Journal of Hematology"
"Am J Hum Genet","American Journal of Human Genetics"
"Am J Ind Med","American Journal of Industrial Medicine"
"Am J Int Law","American Journal of International Law"
"Am J Med Genet","American Journal of Medical Genetics"
"Am J Neuroprot Neuroregener","American Journal of Neuroprotection and Neuroregeneration"
"Am J Nucl Med Mol Imaging","American Journal of Nuclear Medicine and Molecular Imaging"
"Am J Pathol","American Journal of Pathology"
"Am J Pharmacol Toxicol","American Journal of Pharmacology and Toxicology"
"Am J Philol","American Journal of Philology"
"Am J Phys","American Journal of Physics"
"Am J Phys Anthropol","American Journal of Physical Anthropology"
"Am J Physiol","American Journal of Physiology"
"Am J Plant Sci","American Journal of Plant Science"
"Am J Potato Res","American Journal of Potato Research"
"Am J Primatol","American Journal of Primatology"
"Am J Respir Cell Mol Biol","American Journal of Respiratory Cell and Molecular Biology"
"Am J Sci","American Journal of Science"
"Am J Sports Med","American Journal of Sports Medicine"
"Am J Surg Pathol","American Journal of Surgical Pathology"
"Am J Trop Med Hyg","American Journal of Tropical Medicine and Hygiene"
"Am J Vet Res","American Journal of Veterinary Research"
"Am Lab","American Laboratory"
"Am Malacol Bull","American Malacological Bulletin"
"Am Malacol Bull Spec Ed","American Malacological Bulletin Special Edition"
"Am Math Mon","American Mathematical Monthly"
"Am Midl Nat","American Midland Naturalist"
"Am Mineral","American Mineralogist"
"Am Mus Novit","American Museum Novitates"
"Am Nat","American Naturalist"
"Am Sci","American Scientist"
"Am Univ Law Rev","American University Law Review"
"Am Zool","American Zoologist"
"Amazoniana","Amazoniana Limnologia et Oecologia Regionalis Systemae Fluminis Amazonas"
"Ambiente","Ambiente"
"Ambio","Ambio"
"Ambio Spec Rep","Ambio Special Report"
"Ameghiniana","Ameghiniana"
"Amino Acids","Amino Acids"
"Ammonia Plant Saf Relat Facil","Ammonia Plant Safety and Related Facilities"
"An Acad Bras Cienc","Anais de Academia Brasileira de Ciencias"
"An Asoc Quim Argent","Anales de la Asociacion Quimica Argentina"
"An Biol","Anales de Biologia"
"An Cent Cienc Mar Limnol","Anales del Centro de Ciencias del Mar y Limnologia"
"An Clube Mil Nav Lisb","Anais do Clube Militar Naval Lisbon"
"An Fac Med Vet Lisb","Anais de Faculdade de Medicina Veterinaria Lisbon"
"An Inst Biol Univ Nac Auton Mex Bot","Anales del Instituto de Biologia Universidad Nacional Autonoma de Mexico Serie Botanica"
"An Inst Biol Univ Nac Auton Mex Zool","Anales del Instituto de Biologia Universidad Nacional Autonoma de Mexico Serie Zoologia"
"An Inst Cienc Mar Limnol","Anales del Instituto de Ciencias del Mar y Limnologia"
"An Inst Cienc Mar Limnol Univ Nac Auton Mex","Anales del Instituto de Ciencias del Mar y Limnologia Universidad Nacional Autonoma de Mexico"
"An Inst Hid Lisb","Anais do Instituto Hidrografico Lisbon"
"An Inst Hig Med Trop Lisb","Anais do Instituto de Higiene e Medicina Tropical Lisbon"
"An Inst Invest Mar Punta de Betin","Anales del Instituto de Investigaciones Marinas de Punta de Betin"
"An Inst Patagon","Anales del Instituto de la Patagonia"
"An Mus Hist Nat Valpso","Anales del Museo de Historia Natural de Valparaiso"
"An Quim","Anales de Quimica"
"An Univ Bucur Biol","Analele Universitatii Bucurestii Biologie"
"An Univ Galati Tehn Piscic Constr Amenajari Piscic","Analele Universitatii din Galati Tehnica Piscicola Constructii si Amenajari Piscicole"
"Anal BioanalChem","Analytical and Bioanalytical Chemistry"
"Anal Biochem","Analytical Biochemistry"
"Anal Cell Pathol","Analytical Cellular Pathology"
"Anal Chem","Analytical Chemistry"
"Anal Chem Insights","Analytical Chemistry Insights"
"Anal Chem Res","Analytical Chemistry Research"
"Anal Chim","Annali di Chimica"
"Anal Chim Acta","Analytica Chimica Acta"
"Anal Chim Acta X","Analytica Chimica Acta X"
"Anal Commun","Analytical Communications"
"Anal Lett","Analytical Letters"
"Anal Methods","Analytical Methods"
"Anal Proc","Analytical Proceedings"
"Anal Proc incl Anal Commun","Analytical Proceedings including Analytical Communications"
"Anal Sci","Analytical Sciences"
"Anal Sci Adv","Analytical Science Advances"
"Anal Sens","Analysis and Sensing"
"Analusis","Analusis"
"Analyst","Analyst"
"Anat Embryol","Anatomy and Embryology"
"Anat Rec","Anatomical Record"
"Andean Geol","Andean Geology"
"Angew Bot","Angewandte Botanik"
"Angew Chem","Angewandte Chemie"
"Angew Chem Int Ed","Angewandte Chemie International Edition"
"Angew Makromol Chem","Angewandte Makromolekulare Chemie"
"Anim Behav","Animal Behaviour"
"Anim Biotechnol","Animal Biotechnology"
"Anim Biotelem","Animal Biotelemetry"
"Anim Conserv","Animal Conservation"
"Anim Feed Sci Technol","Animal Feed Science and Technology"
"Anim Front","Animal Frontiers"
"Anim Genet","Animal Genetics"
"Anim Health Res Rev","Animal Health Research Reviews"
"Anim Learn Behav","Animal Learning and Behavior"
"Anim Models Exp Med","Animal Models and Experimental Medicine"
"Anim Nutr Feed Technol","Animal Nutrition and Feed Technology"
"Anim Prod","Animal Production"
"Anim Prod Sci","Animal Production Science"
"Anim Res Dev","Animal Research and Development"
"Anim Sci","Animal Science"
"Anim Sci Technol","Animal Science and Technology"
"Animalia","Animalia"
"Ann Agrar Sci","Annals of Agrarian Science"
"Ann Anat","Annals of Anatomy"
"Ann Appl Biol","Annals of Applied Biology"
"Ann Biochim Clin Que","Annales de Biochimie Clinque du Quebec"
"Ann Biol Greece","Annales Biologiques"
"Ann Biol UK","Annals of Biology"
"Ann Biol Clin","Annales de Biologie Clinique"
"Ann Biol Clin Que","Annales de Biologie Clinique du Quebec"
"Ann Biomed Eng","Annals of Biomedical Engineering"
"Ann Bot","Annals of Botany"
"Ann Bot Fenn","Annales Botanici Fennici"
"Ann Bot Soc Zool Bot Fenn Vanamo","Annales Botanici Societatis Zoologicae Botanicae Fennicae Vanamo"
"Ann Chim","Annales de Chimie"
"Ann Chim Rome","Annali di Chimica"
"Ann Chim Anal","Annals Chimie Analytique"
"Ann Chim Anal Rev Chim Anal Reunies","Annales de Chimie Analytique et Revue de Chimie Analytique Reunies"
"Ann Chim Sci Mat","Annales de Chimie Science des Materiaux"
"Ann Clin Biochem","Annals of Clinical Biochemistry"
"Ann Clin Transl Neurol","Annals of Clinical and Translational Neurology"
"Ann Compos","Annales des Composites"
"Ann Endrocrinol","Annales dEndrocrinologie"
"Ann Entomol Soc Am","Annals of the Entomological Society of America"
"Ann Fac Sci Naut Ist Univ Nav Napoli","Annali della Facolta di Scienze Nautiche Istituto Universitario Navale Napoli"
"Ann For Sci","Annals of Forest Science"
"Ann Genet","Annales de Genetique"
"Ann Geofis","Annali di Geofisica"
"Ann Geogr","Annales de Geographie"
"Ann Geol Pays Hell","Annales Geologiques des Pays Helleniques"
"Ann Geophys","Annales Geophysicae"
"Ann Geophys Atmos Hydrosph Space Sci","Annales Geophysicae Atmospheres Hydrospheres and Space Sciences"
"Ann Gis","Annals of GIS"
"Ann Glaciol","Annals of Glaciology"
"Ann Hematol","Annals of Hematology"
"Ann Hepatol","Annals of Hepatology"
"Ann Hum Biol","Annals of Human Biology"
"Ann Hydrogr","Annales Hydrographiques"
"Ann Hydrogr 5","Annales Hydrographiques 5eme serie"
"Ann Inst Biol Tihany","Annales Instituti Biologici Tihany"
"Ann Inst Henri Poincare","Annales de lInstitute Henri Poincare"
"Ann Inst Oceanogr","Annales de lInstitut Oceanographique"
"Ann Inst Oceanogr Paris Nouv Ser","Annales de lInstitut Oceanographique Paris Nouvelle Serie"
"Ann Limnol","Annales de Limnologie"
"Ann Meteorol N F","Annalen der Meteorologie Neue Folge"
"Ann Microbiol","Annals of Microbiology"
"Ann Mo Bot Gard","Annals Missouri Botanical Garden"
"Ann Mus Civ Stor Nat Genova","Annali di Museo Civico di Storia Naturale di Genova"
"Ann Mus Civ Stor Nat Giacomo Doria","Annali di Museo Civico di Storia Naturale di Giacomo Doria"
"Ann Mus Goulandris","Annales Musei Goulandris"
"Ann N Y Acad Sci","Annals of the New York Academy of Sciences"
"Ann Natal Mus","Annals of the Natal Museum"
"Ann Nathist Mus Wien","Annalen des Naturhistorischen Museums in Wien"
"Ann Nathist Mus Wien A","Annalen des Naturhistorischen Museums in Wien Serie A Mineralogie und Petrographie Geologie und Palaeontologie Antrhopologie und Praehistorie"
"Ann Nathist Mus Wien B","Annalen des Naturhistorischen Museums in Wien Serie B Botanik und Zoologie"
"Ann Nathist Mus Wien C","Annalen des Naturhistorischen Museums in Wien Serie C Jahresberichte"
"Ann Neurol","Annals of Neurology"
"Ann Nucl Eng","Annals of Nuclear Engineering"
"Ann NY Acad Sci","Annals of the New York Academy of Sciences"
"Ann Obs Nat Athenes","Annales de lObservatoire National dAthenes"
"Ann Occup Hyg","Annals of Occupational Hygiene"
"Ann Paleontol","Annales de Paleontologie"
"Ann Pharm Fr","Annales Pharmaceutiques Francaises"
"Ann Pharmacother","Annals of Pharmacotherapy"
"Ann Phys","Annalen der Physik"
"Ann Plant Prot Sci","Annals of Plant Protection Sciences"
"Ann Ponts Chaussees","Annales des Ponts et Chausses"
"Ann Rev Cancer Biol","Annual Review of Cancer Biology"
"Ann S Afr Mus","Annals of the South African Museum"
"Ann Sci","Annals of Science"
"Ann Sci Nat Zool Biol Anim","Annales des Sciences Naturelles Zoologie et Biologie Animale"
"Ann Sci Nat 12","Annales des Sciences Naturelles 12eme Serie Zoologie et Biologie Animale"
"Ann Sci Nat B","Annales des Sciences Naturelles B Zoologie"
"Ann Sci Univ Besancon 4","Annales Scientifiques de lUniversite de Besancon 4eme serie Geologie"
"Ann Soc Belg Med Trop","Annales de la Societe Belge de Medecine Tropicale"
"Ann Soc r Zool Belg","Annales de la Societe royale Zoologique de Belgie"
"Ann Soc Sci Nat CharenteMarit","Annales de la Societe des Sciences Naturelles de la Charente Maritime"
"Ann Solid Struct Mech","Annals of Solid and Structural Mechanics"
"Ann Stn Biol BesseenChandesse","Annales de la Station Biologique de BesseenChandesse"
"Ann Telecommun","Annals of Telecommunications"
"Ann Toxicol Anal","Annales de Toxicologie Analytique"
"Ann Trop Med Parasitol","Annals of Tropical Medicine and Parasitology"
"Ann Univ Buc Chim","Analele Universitatii Bucurersti Chimie"
"Ann Work Exposures Health","Annals of Work Exposures and Health"
"Ann Zool","Annales Zoologici"
"Ann Zool Agra","Annals of Zoology Agra"
"Ann Zool Fenn","Annales Zoologici Fennici"
"Ann Zootech","Annales de Zootechnie"
"Annee Biol","Annee Biologique"
"Annu Dep Rep Dir Agric Fish Hong Kong","Annual Departmental Report by the Director of Agriculture and Fisheries Hong Kong"
"Annu Inst Meteorol Climatol Univ Thessalon","Annuaire de lInstitut Meteorologique et Climatologique Universite de Thessaloniki"
"Annu Pesce Pesca","Annuario del Pesce e della Pesca"
"Annu Proc Gulf Caribb Fish Inst","Annual Proceedings of the Gulf and Caribbean Fisheries Institute"
"Annu Rep Acc Anglian Water","Annual Report and Accounts Anglian Water"
"Annu Rep Acc Ir Sea Fish Board","Annual Report and Accounts Irish Sea Fisheries Board"
"Annu Rep Acc Natl Rivers Auth G B","Annual Report and Accounts National Rivers Authority Great Britain"
"Annu Rep Acc Sea Fish Ind Auth","Annual Report and Accounts Sea Fish Industry Authority"
"Annu Rep Acc South West Water Auth","Annual Report and Accounts South West Water Authority"
"Annu Rep Acc Thames Water Auth","Annual Report and Accounts Thames Water Authority"
"Annu Rep Acc Yorks Water Auth","Annual Report and Accounts Yorkshire Water Authority"
"Annu Rep Anal At Spectrosc","Annual Reports on Analytical Atomic Spectroscopy"
"Annu Rep Atl Fish Restructuring Act","Annual Report Atlantic Fisheries Restructuring Act"
"Annu Rep Atl Salmon Fed","Annual Report Atlantic Salmon Federation"
"Annu Rep Aust Inst Mar Sci","Annual Report Australian Institute of Marine Science"
"Annu Rep Bermud Biol Stn Res","Annual Report Bermuda Biological Station for Research"
"Annu Rep Can Inst Fish Technol","Annual Report Canadian Institute of Fisheries Technology"
"Annu Rep Can Inst Sci Tech Inf","Annual Report Canada Institute for Scientific and Technical Information"
"Annu Rep Can Water Act","Annual Report Canada Water Act"
"Annu Rep Catch Effort Stat Fish Grounds Korean Tuna Longline Fish","Annual Report of Catch and Effort Statistics and Fishing Grounds for the Korean Tuna Longline Fishery"
"Annu Rep Cent Inland Capture Fish Res Inst Barrackpore","Annual Report Central Inland Capture Fisheries Research Institute Barrackpore"
"Annu Rep Cent Inst Fish Technol Cochin","Annual Report Central Institute of Fisheries Technology Cochin"
"Annu Rep Cent Mar Res Inst Cochin","Annual Report Central Marine Fisheries Research Institute Cochin"
"Annu Rep Chesapeake Bay Found","Annual Report Chesapeake Bay Foundation"
"Annu Rep Chicago Nat Hist Mus","Annual Report of Chicago Natural History Museum"
"Annu Rep Chief Dir Mar Dev S Afr","Annual Report Chief Directorate Marine Development South Africa"
"Annu Rep Clyde River Purif Board","Annual Report Clyde River Purification Board"
"Annu Rep Dep Environ Aff S Afr","Annual Report Department of Environment Affairs S Africa"
"Annu Rep Dep Fish Zambia","Annual Report Department of Fisheries Zambia"
"Annu Rep Dep Fish Cyprus Fish","Annual Report on the Department of Fisheries and the Cyprus Fisheries"
"Annu Rep Dep Fish Oceans Can","Annual Report Department of Fisheries and Oceans Canada"
"Annu Rep Dep Oceanogr Univ B C","Annual Report Department of Oceanography University of British Columbia"
"Annu Rep Dir Dep Plant Biol","Annual Report of the Director Department of Plant Biology"
"Annu Rep Dir Fish Ind Res Inst Univ Cape Town","Annual Report of the Director Fishing Industry Research Institue University of Cape Town"
"Annu Rep Durb Nat Hist Mus","Annual Report Durban Natural History Museum"
"Annu Rep Effort Catch Stat Area Taiwan Demersal Fish Fish","Annual Report of Effort and Catch Statistics by area on Taiwan Demersal Fish Fisheries"
"Annu Rep Effort Catch Stat Taiwan Distant Gill Net Fish","Annual Report of Effort and Catch Statistics on Taiwan Distant Gill Net Fishery"
"Annu Rep Environ Can","Annual Report Environment Canada"
"Annu Rep ERLNOAA","Annual Report Environmental Research Laboratories National Oceanic and Atmospheric Administration US"
"Annu Rep Fish Aquac N B","Annual Report Fisheries and Aquaculture New Brunswick"
"Annu Rep Fish Board Scotl","Annual Report of the Fishery Board for Scotland"
"Annu Rep Fish Dep Solomon Isls","Annual Report Fisheries Department Solomon Islands"
"Annu Rep Fish Dev Act Dep Fish Oceans Can","Annual Report Fisheries Development Act Department of Fisheries and Oceans Canada"
"Annu Rep Fish Div Fiji","Annual Report Fisheries Division Fiji"
"Annu Rep Fish Div Kiribati","Annual Report Fisheries Division Kiribati"
"Annu Rep Fish Health Unit Fac Vet Med Univ PEI","Annual Report Fish Health Unit Faculty of Veterinary Medicine University of Prince Edward Island"
"Annu Rep Fish Improv Loans Act Dep Fish Oceans Can","Annual Report Fisheries Improvement Loans Act Department of Fisheries and Oceans Canada"
"Annu Rep Fish Mark Organ Hong Kong","Annual Report Fish Marketing Organization Hong Kong"
"Annu Rep Fish Prices Support Board Can","Annual Report Fisheries Prices Support Board Canada"
"Annu Rep Fish Surv India","Annual Report Fishery Survey of India"
"Annu Rep Forth River Purif Board","Annual Report Forth River Purification Board"
"Annu Rep Freshw Biol Ass","Annual Report Freshwater Biological Association"
"Annu Rep Freshw Fish Cent Christch","Annual Report Freshwater Fisheries Centre Christchurch"
"Annu Rep GLFC","Annual Report Great Lakes Fishery Commission"
"Annu Rep Gt Barrier Reef Mar Park Auth","Annual Report Great Barrier Reef Marine Park Authority"
"Annu Rep Highl River Purif Board","Annual Report Highland River Purification Board"
"Annu Rep Huntsman Mar Sci Cent","Annual Report Huntsman Marine Science Centre"
"Annu Rep IATTC","Annual Report InterAmerican Tropical Tuna Commission"
"Annu Rep INPFC","Annual Report International North Pacific Fisheries Commission"
"Annu Rep Inst Aquac Univ Stirling","Annual Report Institute of Aquaculture University of Stirling"
"Annu Rep Inst Landsc Ecol","Annual Report Institute of Landscape Ecology"
"Annu Rep Inst Oceanogr Sci","Annual Report Institute of Oceanographic Sciences"
"Annu Rep Iowa Coop Fish Wildl Res Unit","Annual Report Iowa Cooperative Fish and Wildlife Research Unit"
"Annu Rep IPHC","Annual Report International Pacific Halibut Commission"
"Annu Rep Iran Fish Res Train Organ","Annual Report Iranian Fisheries Research and Training Organization"
"Annu Rep Jpn Mar Sci Technol Cent","Annual Report of Japan Marine Science and Technology Center"
"Annu Rep Mar Biol Assoc UK","Annual Report Marine Biological Association of the United Kingdom"
"Annu Rep Mar Mamm Comm","Annual Report of the Marine Mammal Commission"
"Annu Rep Med Chem","Annual Reports in Medicinal Chemistry"
"Annu Rep Minist Agric Fish N Z","Annual Report Ministry of Agriculture and Fisheries New Zealand"
"Annu Rep MurrayDarling Freshw Res Cent","Annual Report MurrayDarling Freshw Res Cent"
