"author","year","title","container","publisher","doi","url","File","ID","journal_disam","container_match_journal","pub_match_journal","container_match_agency","author_match_agency","pub_match_agency","container_match_conf","pub_match_conf","container_match_agency_p","author_match_agency_p","pub_match_agency_p","training_input","class","classification"
"Comrack, LB; Bolster, B; Gustafson, J; Steele, D; Burkett, E","2008",NA,"California Department of Fish and Wildlife Wildlife Branch Nongame Wildlife Program Report 200803",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","427","California Department of Fish and Wildlife Wildlife Branch Nongame Wildlife Program Report 200803",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"California Department of Fish and Wildlife Wildlife Branch Nongame Wildlife Program Report 200803","agency","regex"
"Grenyer, R; Orme, CDL; Jackson, SF; Thomas, GH; Davies, RG; Davies, TJ","2006","Global Distribution and Conservation of Rare and Threatened Vertebrates","Nature",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","432","Nature",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Nature","journal","regex"
"Wilcove, DS; Master, LL","2005","How many Endangered Species are There in the United States?","Frontiers in Ecology and the Environment",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","433","Frontiers in Ecology and the Environment",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Frontiers in Ecology and the Environment","journal","regex"
"Williams, JD; Warren, ML; Cummings, KS; Harris, JL; Neves, RJ","1993","Conservation Status of Freshwater Mussels of the United States and Canada","Fisheries",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","434","Fisheries",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Fisheries","journal","regex"
"Gardali, T; Seavy, NE; DiGaudio, RT; Comrack, LA","2012","A Climate Change Vulnerability Assessment of Californias Atrisk Birds","PLOS ONE",NA,"10.1371/journal.pone.0029507",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","436","PLoS ONE",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"PLOS ONE","journal","regex"
"California Department of Water Resources","2018","Summary of the Natural Communities Commonly Associated with Groundwater Dataset and Online Web Viewer 7 Groundwater Dependent Ecosystems under the Sustainable Groundwater Management Act Guidance for Preparing Groundwater Sustainability Plans",NA,NA,NA,"https://water.ca.gov/-/media/DWR-Website/WebPages/Programs/Groundwater-Management/Data-and-Tools/Files/Statewide-Reports/Natural-Communities-DatasetSummary-Document.pdf, https://groundwaterresourcehub.org/gde-tools/gsp-guidance-document/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/paso_gsp.json","467",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,NA,"California Department of Water Resources","agency","regex"
"Flint, LE; Flint, AL","2012","Simulation of Climate Change in San Francisco Bay Basins California Case Studies in the Russian River Valley and Santa Cruz Mountains US","Geological Survey Scientific Investigations Report",NA,NA,"http://www.rcdsantacruz.org/managed-aquiferrecharge, https://pubs.usgs.gov/sir/2012/5132/pdf/sir20125132.pdf.","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","472","Geological Survey Scientific Investigations Report",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Scientific Investigations Report","agency","regex"
"Kenney, TA","2010","Levels at Gaging Stations US","Geological Survey Techniques and Methods",NA,NA,"https://pubs.usgs.gov/tm/tm3A19/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","473","Geological Survey Techniques and Methods",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Techniques and Methods","agency","regex"
"Russo, TA; Fisher, AT; Lockwood, BS; Sauer, VB; Turnipseed, DP","2014","Assessment of Managed Aquifer Recharge Potential and Impacts using a Geographical Information System and Numerical Modeling Groundwater Stage Measurement at Gaging Stations US","Geological Survey Techniques and Methods Book",NA,NA,"https://ngwa.onlinelibrary.wiley.com/doi/abs/10.1111/gwat.12213, https://websites.pmc.ucsc.edu/~afisher/CVpubs/pubs/Russo2014_GW_PV-MAR.pdf, http://pubs.usgs.gov/tm/tm3-a7/.)","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","479","Geological Survey Techniques and Methods Book",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Techniques and Methods Book","agency","regex"
"Turnipseed, DP; Sauer, VB","2010","Discharge Measurements at Gaging Stations US","Geological Survey Techniques and Methods Book",NA,NA,"http://pubs.usgs.gov/tm/tm3-a8/.)","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","485","Geological Survey Techniques and Methods Book",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Techniques and Methods Book","agency","regex"
"Stannard, DI; Paul, WT; Laws, R; Poeter, EP","2010","Consumptive Use and Resulting Leachfield Water Budget of a Mountain Residence","Journal of Hydrology",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","501","Journal of Hydrology",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Journal of Hydrology","journal","regex"
"Alexander, CS","1953","The Marine and Stream Terraces of the CapitolaWatsonville Area","University of California Publications in Geography",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","515","University of California Publications in Geography",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"University of California Publications in Geography","agency","regex"
"Sleeter, BMet al","2004","Earthquakes and Faults in the San Francisco Bay Area","Geological Survey Scientific Investigations Map",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","519","Geological Survey Scientific Investigations Map",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Scientific Investigations Map","agency","regex"
"Bakker, M; Schaars, F; Hughes, JD; Langevin, CD; Dausman, AM; Doherty, J","2013","Groundwater Model Calibration using Pilot Points and Regularization","Ground Water",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","522","Ground Water",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Ground Water","journal","regex"
"Harbaugh, AW; Banta, ER; Hill, MC; McDonald, MG","2000",NA,"Geological Survey OpenFile Report",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","523","Geological Survey OpenFile Report",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey OpenFile Report","agency","regex"
"Henson, WR; Medina, RL; ers, CJ; Niswonger, RG; Regan, RS","2013","CRT Cascade Routing Tool to Define and Visualize Flow Paths for Gridbased Watershed Models US","Geological Survey Techniques and Methods",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","524","Geological Survey Techniques and Methods",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Techniques and Methods","agency","regex"
"Homer, CG; Dewitz, JA; Yang, L; Jin, S; Danielson, P; Xian, G; Coulston, J; Herold, ND; Wickham, JD; Megown, K","2015","Completion of the 2011 National Land Cover Database for the Conterminous United StatesRepresenting a Decade of Land Cover Change Information","Photogrammetric Engineering and Remote Sensing",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","525","Photogrammetric Engineering and Remote Sensing",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Photogrammetric Engineering and Remote Sensing","remove_row","regex"
"Langevin, CD, DT Thorne, , Jr, AM Dausman, MC Sukop, and W Guo","2008","SEAWAT Version 4 a Computer Program for Simulation of MultiSpecies Solute and Heat Transport US","Geological Survey Techniques and Methods Book",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","529","Geological Survey Techniques and Methods Book",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Techniques and Methods Book","agency","regex"
"Leavesley, GH; Lichty, RW; Troutman, BM; Saindon, LG","1983","PrecipitationRunoff Modeling System Users Manual","US Geological Survey MS 412 Denver Federal Center",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","530","US Geological Survey MS 412 Denver Federal Center",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"US Geological Survey MS 412 Denver Federal Center","agency","regex"
"Markstrom, SL; Niswonger, RG; Regan, RS; Prudic, DE; Barlow, PM","2008","GSFLOW Coupled Groundwater and Surfacewater FLOW Model Based on the Integration of the PrecipitationRunoff Modeling System PRMS and the Modular GroundWater Flow Model MODFLOW2005 US","Geological Survey Techniques and Methods",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","531","Geological Survey Techniques and Methods",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Techniques and Methods","agency","regex"
"Markstrom, SL; Regan, RS; Hay, LE; Viger, RJ; Webb, RMT; Payn, RA; LaFontaine, JH","2015",NA,"PRMSIV the PrecipitationRunoff Modeling System Version 4 US Geological Survey Techniques and Methods",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","532","PRMSIV the PrecipitationRunoff Modeling System Version 4 US Geological Survey Techniques and Methods",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"PRMSIV the PrecipitationRunoff Modeling System Version 4 US Geological Survey Techniques and Methods","agency","regex"
"Milly, PCD; Dunne, KA","2011","On the Hydrologic Adjustments of ClimateModel Projections the Potential Pitfall of Potential Evapotranspiration","Earth Interactions",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","533","Earth Interactions",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Earth Interactions","journal","regex"
"Nash, JE; Sutcliffe, JV","1970","River Flow Forecasting Through Conceptual Models Part I a Discussion of Principles","Journal of Hydrology",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","536","Journal of Hydrology",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Journal of Hydrology","journal","regex"
"Dataset, National Elevation; Priestley, CHB; Taylor, RJ","2015","The National Map Elevation Available Online at on the Assessment of Surface Heat Flux and Evaporation using Largescale Parameters","Mon Weather Rev",NA,NA,"http://nationalmap.gov/elevation.html","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","537","Monthly Weather Review",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mon Weather Rev","journal","regex"
"Regan, RS; Niswonger, RG; Markstrom, SL; S, RMaples; Barlow, PM","2018","GSFLOW Version 122 Coupled Groundwater and Surfacewater FLOW Model US","Geological Survey Software Release",NA,"10.5066/F7WW7FS0",NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","539","Geological Survey Software Release",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Software Release","agency","regex"
"Thornton, PE; Running, SW; White, MA","1997","Generating Surfaces of Daily Meteorological Variables over Large Regions of Complex Terrain","Journal of Hydrology",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","540","Journal of Hydrology",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Journal of Hydrology","journal","regex"
"California Water Commission","2016","Water Storage Investment Program Technical Reference",NA,NA,NA,"https://cwc.ca.gov/Documents/2017/WSIP/TechnicalReference.pdf","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","545",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,NA,"California Water Commission","agency","regex"
"California Department of Water Resources","2018","Guidance for Climate Change Data Use During Groundwater Sustainability Plan Development",NA,NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/santacruz_gsp.json","549",NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,NA,"California Department of Water Resources","agency","regex"
NA,NA,"Storage Capacity in the San Joaquin Valley US","Geological Survey WaterSupply Paper 1469",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","563","Geological Survey WaterSupply Paper 1469",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,"Geological Survey WaterSupply Paper 1469","agency","regex"
"Davis, GH; Lofgren, BE; Mack, S","1964","Use of GroundWater Reservoirs for Storage of Surface Water in the San Joaquin Valley California US","Geological Survey WaterSupply Paper",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","564","Geological Survey WaterSupply Paper",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey WaterSupply Paper","agency","regex"
"Lohman, SW","1972","GroundWater Hydraulics US","Geological Survey Professional Paper 708",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","599","Geological Survey Professional Paper 708",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Professional Paper 708","agency","regex"
"Mendenhall, WC; Dole, RB; Stabler, H","1916","Ground Water in San Joaquin Valley California US","Geological Survey WaterSupply Paper",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","602","Geological Survey WaterSupply Paper",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey WaterSupply Paper","agency","regex"
"Miller, RE; Green, JH; Davis, GH","1971","Geology of Compacting Deposits in the Los BanosKettleman City Subsidence Area California US","Geological Survey Professional Paper",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","603","Geological Survey Professional Paper",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Professional Paper","agency","regex"
"Page, RW","1973","Base of Fresh Ground Water Approximately 3000 Micromhos in the San Joaquin Valley California US","Geological Survey Hydrologic Investigations Atlas HA489",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","607","Geological Survey Hydrologic Investigations Atlas HA489",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey Hydrologic Investigations Atlas HA489","agency","regex"
"Page, RW","1983","Geology of the Tulare Formation and Other Continental Deposits Kettleman City Area San Joaquin Valley California with a Section on GroundWater Management Considerations and Use of Texture Maps US","Geological Survey WaterResources Investigations Report",NA,NA,NA,"/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","609","Geological Survey WaterResources Investigations Report",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"Geological Survey WaterResources Investigations Report","agency","regex"
"US Geological Survey Professional Paper 1713","2007","Petroleum Systems and Geologic Assessment of Oil and Gas in the San Joaquin Basin Province California 31 Chapters","US Geological Survey Professional Paper 1713","US Geological Survey Professional Paper 1713",NA,"https://pubs.usgs.gov/pp/pp1713/","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","614","US Geological Survey Professional Paper 1713",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"US Geological Survey Professional Paper 1713","agency","regex"
"Staff, Soil Survey; Stewart, Ralph","2018","Kaweah Project Relicensing SCE PreApplication Document Section 32 River Basin","SCE Geological Survey Professional Paper",NA,NA,"https://sdmdataaccess.sc.egov.usda.gov, https://www.sce.com/ko/regulatory/hydro-licensing/kaweah-project-relicensing/scepre-application-document","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","615","SCE Geological Survey Professional Paper",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"SCE Geological Survey Professional Paper","agency","regex"
"USBR; Bureau, USCensus","2019","About the Central Valley Project","USGS United States Geological Survey 2017 USGS Land Subsidence Resources",NA,NA,"https://www.usbr.gov/mp/cvp/about-cvp.html, https://www.census.gov/quickfacts/fact/table/US/PST045218., http://nassgeodata.gmu.edu/CropScape/USDA-NASS, https://ca.water.usgs.gov/land_subsidence/california-subsidenceareas.html","/Users/lizawood/Box/citation_classifier/reference_extracts_gsp/tulare_gsp.json","623","USGS United States Geological Survey 2017 USGS Land Subsidence Resources",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,"USGS United States Geological Survey 2017 USGS Land Subsidence Resources","agency","regex"
